華語詞,序號,客語漢字,客語拼音,標籤,備註
除法,0,除,cu11,,
陪伴,0,陪,pi11,,
陸軍,0,陸軍,liug5 giun24,,
隨便,0,亂,lon55,,
隨便,1,亂,non55,,
隨便,2,隨便,sui11 pien55,,
隨手,0,續手,sa55 su31,,
隨隨便便,0,儘儘採採,qin31 qin31 cai31 cai31,,
隨隨便便,1,儘儘採採,qin55 qin55 cai24 cai24,,
隱瞞,0,掩等,am31 den31,,
隱瞞,1,掩等,am24 den31,,
隱瞞,2,掩等,am24 nen31,,
集郵,0,集郵,xib5 iu11,,
雕刻,0,刻,kad2,,
雕刻,1,刻,kied2,,
雜耍表演,0,撮把戲,cod2 ba31 hi55,,
雞啼,0,啼,tai11,,
雞皮疙瘩,0,雞嫲皮,gie24 ma11 pi11,,
雞蛋,0,雞卵,gie24 lon31,,
雞蛋,1,雞春,gie24 cun24,,
離婚,0,離婚,li11 fun24,,
離開,0,離開,li11 koi24,,
難不成,0,敢係,gam31 he55,,
難不成,1,敢講,gam31 gong31,,
難受,0,艱苦,gan24 ku31,,
難受,1,艱苦,gien24 ku31,,
難受,2,艱苦,gian24 ku31,,
難怪,0,難怪,nan11 guai55,,
難過,0,艱苦,gan24 ku31,,
難過,1,艱苦,gien24 ku31,,
難過,2,艱苦,gian24 ku31,,
難道,0,敢係,gam31 he55,,
零錢,0,零星錢,lang11 sang24 qien11,,
零食,0,零嗒,lang11 dab5,,
電器,0,電器,tien55 hi55,,
電鍋,0,電煲仔,tien55 bo24 e31,,
電鍋,1,電鑊仔,tien55 vog5 e31,,
需求,0,需要,xi24  ieu55,,
青菜,0,青菜,qiang24 coi55,,
靜靜地,0,恬恬仔,diam24 diam24 e31,,
靜靜地,1,恬恬仔,diam24 diam24 e24,,
非常,0,非常,fi24 song11,,
非常,1,脫體,tod2 ti31,,
靠著,0,凴,ben55,,
靠近,0,兼,giam24,,
靠近,1,接近,jiab2 kiun55,,
面積,0,面積,mien55 jid2,,
革職,0,辭頭路,cii11 teu11 lu55,,
頂,0,揰,dung31,,
頂,1,揰,tung31,,
順便,0,續手,sa55 su31,,
順利,0,順序,sun55  xi55,,
預算,0,按算,on55 son55,,
預訂,0,定,tin55,,
預訂,1,注文,zu55 vun11,,
預購,0,定,tin55,,
預購,1,注文,zu55 vun11,,
頑皮,0,番綻,fan24 can55,,
頑皮,1,賤,qien55,,
領月薪,0,食月給,siid5 ngied5 gib2,,
領月薪,1,食月給,siid5 ngiad5 gib2,,
頭上,0,頭那頂,teu11 na11 dang31,,
頭上,1,頭那項,teu11 na11 hong55,,
頭殼,0,頭那殼,teu11 na11 hog2,,
頭腦,0,腦,no31,,
題目,0,題目,ti11 mug5,,
題目,1,題目,ti11 mug2,,
額頭,0,額頭,ngiag2 teu11,,
顏色,0,色身,sed2 siin24,,
願望,0,願望,ngien55 mong55,,
願望,1,願望,ngian55 mong55,,
顫抖,0,顫,zun24,,
顯現,0,產生,san31 sen24,,
食品,0,食品,siid5 pin31,,
飯桶,0,飯甑,fan55 zen55,,
飯盒,0,飯包,fan55 bau24,,
飲食,0,飲食,im31 siid5,,
飽滿,0,飽滿,bau31 man24,,
餵食,0,飼,cii55,,
餵食,1,飼,qi55,,
餿味,0,臭餿,cu55 seu24,,
饅頭,0,饅頭,man11 teu11,,
饅頭,1,饅頭,man24 to11,,
香腸,0,煙腸,ien24 cong11,,
香腸,1,灌腸,gon55 cong11,,
駐足,0,頓腳,dun31 giog2,,
騙子,0,落仔,lau55 e31,,
髒兮兮,0,烏疏疏仔,vu24 so11 so11 e31,,
髒兮兮,1,烏疏疏仔,vu24 so11 so11 e24,,
體力,0,體力,ti31 lid5,,
體會,0,體會,ti31 fi55,,
體育,0,體育,ti31 iug2,,
高大,0,高大,go24 tai55,,
高速公路,0,高速公路,go24 sug2 gung24 lu55,,
髮廊,0,電毛店,tien55 mo24 diam55,,
鬆脫,0,落落,lau55 lau55,,
鬍渣,0,鬚菇,xi24 gu24,,
鬧水災,0,發大水,bod2 tai55 sui31,,
鬱悶,0,慍悴,vud2 zud2,,
魔術,0,把戲,ba31 hi55,,
魔術,1,奇術,ki11 sud5,,
鳴叫,0,叫,gieu55,,
鵝,0,鵝仔,ngo11 e31,,
麻煩,0,煩勞,fan11 lo11,,
麻糬,0,粢粑仔,qi11 ba24 e31,,
麻雀,0,禾鷝仔,vo11 bid2 e31,,
麻雀,1,禾鷝仔,lo11 bid2 e31,,
麻雀,2,屋角鳥,vug2 gog2 diau24,,
麻雀,3,屋簷鳥,vug2 iam11 diau24,,
黎明,0,天甫光,tien24 pu31 gong24,,
黎明,1,天曚光,tien24 mung11 gong24,,
黎明,2,臨天光仔,lim11 tien24 gong24 e31,,
黏稠,0,膏膏,go11 go11,,
黏貼,0,貼,diab2,,
黏貼,1,貼,dab2,,
黑漆漆,0,烏疏疏仔,vu24 so11 so11 e31,,
黑漆漆,1,烏疏疏仔,vu24 so11 so11 e24,,
點著,0,扚,diag5,,
黨派,0,黨派,dong31 pai55,,
鼻涕,0,濞,pi55,,
齊全,0,齊,ce11,,
一丁點工作都不做,0,三兩重就毋動,sam24 liong24 cung24 lu24 m11 tung24,,
一丁點工作都不做,1,三兩重就毋動,sam24 liong24 cung24 lu55 m11 tung24,,
一丁點工作都不做,2,三兩重就毋動,sam24 liong24 cung24 qiu55 m11 tung24,,
一下子,0,一下半下,id2 ha55 ban55 ha55,,
一下子,1,擺把仔,bai31 ba31 e11,,
一下子,2,擺把仔,bai31 ba31 e24,,
一乾二淨,0,光光,gong24 gong24,,
一個多小時,0,點過鐘,diam31 go55 zung24,,
一個多月,0,個過月,ge55 go55 ngiad5,,
一個多月,1,個過月,ge55 go55 ngied5,,
一個多月,2,個零月,ge55 lang11 ngiad5,,
一個多月,3,個零月,ge55 lang11 ngied5,,
一個多月,4,個零月,ge55 nang11 ngiad5,,
一個多月,5,隻過月,zag2 go55 ngiad5,,
一個多月,6,隻過月,zag2 go55 ngied5,,
一個多鐘頭,0,點過鐘,diam31 go55 zung24,,
一兩個,0,隻把仔,zag2 ba31 e11,,
一兩個,1,隻把仔,zag2 ba31 e24,,
一兩天,0,兩日仔,liong31 ngid2 e11,,
一兩天,1,兩日仔,liong31 ngid2 e24,,
一兩次,0,一半擺仔,id2 ban55 bai31 e31,,
一兩次,1,一兩擺仔,id2 liong31 bai31 e11,,
一兩次,2,成擺仔,sang11 bai31 e11,,
一兩次,3,成擺仔,sang11 bai31 e24,,
一刻鐘,0,一刻時,id2 kied2 sii11,,
一半,0,半中央,ban55 dung24 ong24,,
一半,1,半中間,ban55 zung24 gian24,,
一半,2,半爛燦仔,ban55 lan55 can55 e24,,
一半,3,半爛燦仔,ban55 lan55 can55 e31,,
一口吞,0,呷,gab5,,
一向,0,一路里來,id2 lu55 li24 loi11,,
一回頭,0,一斡頭,id2 vad2 teu11,,
一回頭,1,一轉首,id2 zon31 su31,,
一塊,0,一搭,id2 dab5,,
一塊,1,一跡,id2 jiag2,,
一大堆,0,一千擔,id2 qien24 dam24,,
一天到晚,0,一日到暗,id2 ngid2 do55 am55,,
一天左右,0,日把仔,ngid2 ba31 e11,,
一天左右,1,日把仔,ngid2 ba31 e24,,
一定會,0,總會,zung31 voi55,,
一家大小,0,大大細細,tai55 tai55 se55 se55,,
一小段,0,短節,don31 jied2,,
一年到頭,0,長年透天,cong11 ngian11 teu55 tien24,,
一年到頭,1,長年透天,cong11 ngien11 teu55 tien24,,
一把,0,一抓,id2 za24,,
一把抓來,0,挱着來,sa24 do31 loi11,,
一提起,0,講啊着,gong31 a55 do31,,
一斤左右,0,成斤仔,sang11 gin24 e31,,
一斤左右,1,論斤仔,nun55 gin24 e31,,
一時半刻,0,一下手板,id2 ha55 su31 ban31,,
一時半刻,1,一下半下,id2 ha55 ban55 ha55,,
一時半刻,2,一時半刻,id2 sii11 ban55 kied2,,
一會兒,0,一下半下,id2 ha55 ban55 ha55,,
一會兒,1,擺把仔,bai31 ba31 e11,,
一會兒,2,擺把仔,bai31 ba31 e24,,
一村一風俗,0,一方一俗,id2 fong24 id2 xiug5,,
一村一風俗,1,一莊一俗,id2 zong24 id2 xiug5,,
一模一樣,0,共樣共樣,kiung55 iong55 kiung55 iong55,,
一樣,0,平平,piang11 piang11,,
一樣,1,平平共樣,piang11 piang11 kiung55 iong55,,
一樣高大,0,平高平大,piang11 go24 piang11 tai55,,
一段路,0,一站仔,id2 cam55 e24,,
一段路,1,一站仔,id2 cam55 e31,,
一溜煙,0,尾瀉屎,mi24 xia55 sii31,,
一片汪洋,0,洋洋洋洋,iong11 iong11 iong55 iong55,,
一片漆黑,0,暗摸叮咚,am55 mo24 din11 dung11,,
一直以來,0,一路里來,id2 lu55 li24 loi11,,
一直發抖,0,緊掣,gin31 cad2,,
一眨眼,0,一眨目,id2 sab2 mug2,,
一眨眼,1,一眨眼,id2 sab2 ngian31,,
一眨眼,2,一眨眼,id2 sab2 ngien31,,
一眨眼,3,一𥍉目,id2 ngiab2 mug2,,
一等,0,一等,id2 den31,,
一臉呆樣,0,戇面,ngong55 mien55,,
一臉痴傻,0,戇面,ngong55 mien55,,
一臉精明,0,精頭精面,jin24 teu11 jin24 mien55,,
一般人,0,略下人,liog5 ha55 ngin11,,
一表人才,0,好頭好面,ho31 teu11 ho31 mien55,,
一覺,0,一覺目,id2 gau55 mug2,,
一說到,0,講啊着,gong31 a55 do31,,
一轉眼,0,一眨目,id2 sab2 mug2,,
一轉眼,1,一眨眼,id2 sab2 ngian31,,
一轉眼,2,一眨眼,id2 sab2 ngien31,,
一轉眼,3,一斡頭,id2 vad2 teu11,,
一轉眼,4,一轉首,id2 zon31 su31,,
一轉眼,5,一𥍉目,id2 ngiab2 mug2,,
一陣子,0,一站仔,id2 cam55 e24,,
一陣子,1,一站仔,id2 cam55 e31,,
一點兒,0,息把仔,xid2 ba31 e24,,
一點兒,1,息把仔,xid5 ba31 e11,,
一點點,0,少少仔,seu31 seu31 e11,,
一點點,1,少少仔,seu31 seu31 e24,,
一點點,2,息把仔,xid2 ba31 e24,,
一點點,3,息把仔,xid5 ba31 e11,,
七做八錯,0,七做八毋對,qid2 zo55 bad2 m11 dui55,,
七坐八爬九長牙,0,七坐八爬九生牙,qid2 co24 bad2 pa11 giu31 sang24 nga11,,
七手八腳,0,七手八腳,qid2 su31 bad2 giog2,,
七早八早,0,七早八早,qid2 zo31 bad2 zo31,,
七晚八晚,0,七晝八晝,qid2 zu55 bad2 zu55,,
七晚八晚,1,七暗八暗,qid2 am55 bad2 am55,,
七晚八晚,2,七暗八摸,qid2 am55 bad2 mo24,,
三心二意,0,三心打兩意,sam24 xim24 da31 liong31 i55,,
三心二意,1,三心兩意,sam24 xim24 liong31 i55,,
三歲小孩,0,三歲子,sam24 se55 zii31,,
三長兩短,0,三長兩短,sam24 cong11 liong31 don31,,
上下,0,上下,song24 ha24,,
上下其手,0,動手動腳,tung24 su31 tung24 giog2,,
上吊,0,吊頸,diau55 giang31,,
上坡,0,上崎,song24 gia55,,
上坡,1,跋崎,bag2 gia55,,
上坡,2,蹶崎,kiad5 gia55,,
上坡,3,蹶崎,kied5 gia55,,
上架,0,上上去,song31 song24 hi55,,
上氣不接下氣,0,氣緲緲仔,hi55 meu31 meu31 e11,,
上氣不接下氣,1,氣緲緲仔,hi55 meu31 meu31 e24,,
上火,0,躁火,cau55 fo31,,
上當,0,落綹,log5 liu55,,
上肩,0,上肩,song24 gien24,,
上臂,0,上想,song55 xiong31,,
上菜,0,出桌,cud2 zog2,,
上輩子沒修行,0,前世無修,qien11 se55 mo11 xiu24,,
上鉤,0,食釣,siid5 diau55,,
上鉤,1,著釣,cog5 diau55,,
上面的旱地,0,上埔,song55 pu24,,
上香,0,行香,hang11 hiong24,,
下冰雹,0,落雹,log5 pog5,,
下半身,0,下身,ha24 siin24,,
下垂,0,墜墜,cui55 cui55,,
下家鄰居,0,下屋人,ha24 vug2 ngin11,,
下棋,0,作棋仔,zog2 ki11 e31,,
下次,0,另擺,nang55 bai31,,
下水,0,下水,ha55 sui31,,
下水,1,腹內,bug2 nui55,,
下沉,0,沉落去,ciim11 log5 hi55,,
下班,0,轉夜,zon31 ia55,,
下臂,0,手脛,su31 guang31,,
下鍋,0,落鑊,log5 vog5,,
下陣雨,0,打雨白,da31 i31 pag5,,
下陣雨,1,放雨白,biong55 i31 pag5,,
下顎,0,下顎,ha24 ngong24,,
下驟雨,0,打雨白,da31 i31 pag5,,
下驟雨,1,放雨白,biong55 i31 pag5,,
不三不四,0,阿里不答,a24 li24 bud2 dab2,,
不倒翁,0,阿不倒,a24 bud5 do55,,
不倫不類,0,不褡不膝,bud2 dab2 bud2 qid2,,
不倫不類,1,阿里不答,a24 li24 bud2 dab2,,
不停掉落,0,叭叭跌,bad5 bad5 died2,,
不停滴落,0,溚溚跌,dab5 dab5 died2,,
不像樣,0,阿里不答,a24 li24 bud2 dab2,,
不像樣的東西,0,毋成東西,m11 sang11 dung24 xi24,,
不冷不熱,0,半寒熱,ban55 hon11 ngiad5,,
不冷不熱,1,半寒熱,ban55 hon11 ngied5,,
不划算,0,打毋過,da31 m11 go55,,
不划算,1,算毋和,son55 m11 fo11,,
不剛好,0,無堵好,mo11 du31 ho31,,
不可理喻,0,牛膣馬面,ngiu11 zii24 ma24 mien55,,
不合理的,0,無字眼个,mo11 sii55 ngian31 ge55,,
不合理的,1,無字眼个,mo11 sii55 ngien31 ge55,,
不在,0,無在,mo11 coi24,,
不在家,0,無在,mo11 coi24,,
不大不小,0,半大細,ban55 tai55 se55,,
不太能走,0,行無麼个得,hang11 mo11 mag2 ge55 ded2,,
不好說,0,難講,nan11 gong31,,
不實心,0,冇冇,pang55 pang55,,
不小心,0,毋堵好,m11 du31 ho31,,
不常,0,無幾多時,mo11 gid2 do24 sii11,,
不常,1,無幾多時,mo11 id2 do24 sii11,,
不得了,0,毋得結煞,m11 ded2 gad2 sad2,,
不得了,1,耐毋得,nai55 m11 ded2,,
不恰巧,0,無堵好,mo11 du31 ho31,,
不慌不忙的,0,琢琢仔,dog2 dog2 e11,,
不慌不忙的,1,琢琢仔,dog2 dog2 e24,,
不慎,0,毋堵好,m11 du31 ho31,,
不成,0,毋成,m11 sang11,,
不成敬意,0,毋成東西,m11 sang11 dung24 xi24,,
不成熟,0,臭乳臊,cu55 nen55 so24,,
不擅言辭,0,土土,tu31 tu31,,
不料,0,無提無防,mo11 ti11 mo11 fong11,,
不新不舊,0,無新無舊,mo11 xin24 mo11 kiu55,,
不明事理,0,臭乳臊,cu55 nen55 so24,,
不是時候,0,毋係時節,m11 he55 sii11 jied2,,
不湊巧,0,無堵好,mo11 du31 ho31,,
不然,0,無成,mo11 sang11,,
不然,1,無斯,mo11 sii11,,
不然就,0,無就,mo11 qiu55,,
不用,0,愛使,oi55 sii31,,
不相干,0,無相無干,mo11 xiong24 mo11 gon24,,
不知不覺,0,毋多知仔,m11 do24 di24 e24,,
不知不覺,1,毋多知仔,m11 do24 di24 e31,,
不知天高地厚,0,毋知天合地,m11 di24 tien24 gag2 ti55,,
不知死活,0,毋知死,m11 di24 xi31,,
不知羞恥,0,毋知見笑,m11 di24 gian55 seu55,,
不知羞恥,1,毋知見笑,m11 di24 gien55 seu55,,
不知輕重,0,毋知重輕,m11 di24 cung24 kiang24,,
不能吃,0,食毋得,siid5 m11 ded2,,
不能嫌氣,0,嫌毋得,hiam11 m11 ded2,,
不能睡,0,睡毋得,soi55 m11 ded2,,
不自在,0,虐削,ngiog2 xiog2,,
不要理他,0,無愛聲佢,mo11 oi55 sang24 gi11,,
不要甩他,0,無愛聲佢,mo11 oi55 sang24 gi11,,
不要緊,0,無要緊,mo11 ieu55 gin31,,
不要臉,0,毋知見笑,m11 di24 gian55 seu55,,
不要臉,1,毋知見笑,m11 di24 gien55 seu55,,
不認識,0,認毋識,ngin55 m11 siid2,,
不講情面,0,無面無皮,mo11 mien55 mo11 pi11,,
不講情面,1,無面無目,mo11 mien55 mo11 mug2,,
不足為奇,0,無見奇,mo11 gian55 ki11,,
不足為奇,1,無見奇,mo11 gien55 ki11,,
不錯,0,罔,mong31,,
不鏽鋼,0,不銹鋼,bud2 xiu55 gong55,,
不鏽鋼,1,白鐵,pag5 tied2,,
不雅觀,0,壞看相,fai31 kon55 xiong55,,
不顧情面,0,無面無皮,mo11 mien55 mo11 pi11,,
不顧情面,1,無面無目,mo11 mien55 mo11 mug2,,
丟失,0,打毋見忒,da31 m11 gien55 ted2,,
丟失,1,打毋見核,da31 m11 gian55 hed2,,
丟掉,0,抨忒,biang24 ted2,,
丟掉,1,抨核,biang24 hed2,,
丟棄,0,抨忒,biang24 ted2,,
丟棄,1,抨核,biang24 hed2,,
丟過去,0,抨啊去,biang24 a55 hi55,,
中人,0,中人,zung24 ngin11,,
中指,0,棟指,dung55 zii31,,
中暑,0,感着,gam31 do31,,
中計,0,落綹,log5 liu55,,
中輟,0,輟學,dod2 hog5,,
中途,0,半中央,ban55 dung24 ong24,,
中途,1,半中間,ban55 zung24 gian24,,
中間人,0,中人,zung24 ngin11,,
串門子,0,過家尞,go55 ga24 liau55,,
主事者,0,主事人,zu31 sii55 ngin11,,
主事者,1,頭仔,teu11 e31,,
之後,0,下後,ha55 heu55,,
乘涼,0,坐涼,co24 liong11,,
乘涼,1,尞涼,liau55 liong11,,
乘涼,2,敨涼,teu31 liong11,,
乞丐,0,乞食仔,kiad2 siid5 e31,,
乞丐,1,乞食仔,kied2 siid5 e31,,
乳臭味,0,乳臊,nen55 so24,,
乳臭味,1,臭乳臊,cu55 nen55 so24,,
乾乾淨淨,0,伶伶俐俐,lang11 lang11 li55 li55,,
乾巴巴的,0,燥絲絲仔,zau24 xi24 xi24 e24,,
乾巴巴的,1,燥絲絲仔,zau24 xi24 xi24 e31,,
乾旱,0,天旱,tien24 hon24,,
乾淨俐落,0,伶伶俐俐,lang11 lang11 li55 li55,,
乾飯,0,硬飯牯,ngang55 fan55 gu31,,
乾飯,1,硬飯頭,ngang55 fan55 teu11,,
乾飯,2,燥飯,zau24 fan55,,
亂七八糟,0,不褡不膝,bud2 dab2 bud2 qid2,,
亂七八糟,1,阿里不答,a24 li24 bud2 dab2,,
了結,0,收山,su24 san24,,
互相叫罵,0,相罵,xiong24 ma55,,
互相推擠,0,相尖泌背,xiong24 jiam24 bi55 boi55,,
井底之蛙,0,井肚蛤蟆,jiang31 du31 ha11 ma11,,
交際,0,交際,gau24 ji55,,
亮亮的,0,光光,gong24 gong24,,
亮晃晃的,0,光光,gong24 gong24,,
亮晶晶的,0,金若若仔,gim24 na55 na55 e24,,
亮晶晶的,1,金若若仔,gim24 na55 na55 e31,,
人丁興旺,0,出丁,cud2 den24,,
人多嘴雜,0,十嘴九屎朏,siib5 zoi55 giu31 sii55 fud2,,
人多嘴雜,1,十嘴九屎朏,siib5 zoi55 giu31 sii55 vud2,,
人山人海,0,人千人萬,ngin11 qien24 ngin11 van55,,
人山人海,1,人山人海,ngin11 san24 ngin11 hoi31,,
人山人海,2,烏麻攢濟,vu24 ma11 zan31 zai55,,
人山人海,3,密麻濟炸,med5 ma11 ji55 jia55,,
人死債消,0,人死債爛,ngin11 xi31 zai55 lan55,,
人高馬大,0,高長大漢,go24 cong11 tai55 hon55,,
什麼時候,0,哪下,nai55 ha55,,
什麼時候,1,哪下仔,nai55 ha55 e31,,
什麼時候,2,哪央時,nai55 iong24 sii11,,
什麼時候,3,麼个時節,ma31  ge55 sii11 jied2,,
仙楂,0,梨仔糖,li11 e31 tong11,,
仙楂,1,糖梨仔,tong11 li11 e31,,
以前,0,上早,song55 zo31,,
以前,1,弄擺,nung55 bai31,,
以前,2,往時,vong24 sii11,,
以前,3,曩日,nun55 ngid2,,
以往,0,往時,vong24 sii11,,
仰摔,0,打倒𢫦,da31 do55 mag5,,
仲介,0,中人,zung24 ngin11,,
任憑,0,任在,im55 cai55,,
任憑,1,任在,ngim55 cai55,,
任憑你,0,由在你,iu11 cai55 n11,,
任憑你,1,由在你,iu11 cai55 ng11,,
任憑你,2,隨在你,sui11 cai55 n11,,
任憑你,3,隨在你,sui11 cai55 ng11,,
任憑雨淋,0,雨淋雨涿,i31 lim11 i31 dug2,,
任由,0,任在,im55 cai55,,
任由,1,任在,ngim55 cai55,,
任由你,0,由在你,iu11 cai55 n11,,
任由你,1,由在你,iu11 cai55 ng11,,
任由你,2,隨在你,sui11 cai55 n11,,
任由你,3,隨在你,sui11 cai55 ng11,,
休息,0,敨涼,teu31 liong11,,
伙夫,0,伙頭軍,fo31 teu11 giun24,,
伙頭,0,伙頭,fo31 teu11,,
伶俐,0,精靈,jin24 lin11,,
伸手,0,探手,dam24 su31,,
伸手,1,探手,tam24 su31,,
伸進去,0,窿入去,lung11 ngib5 hi55,,
伸進去,1,窿落去,lung11 log5 hi55,,
位於前面,0,座頭前,co55 teu11 qien11,,
低劣,0,壞空,fai31 kang24,,
低劣,1,壞漦,fai31 xiau11,,
低垂,0,墜墜,cui55 cui55,,
低著頭,0,頭沉沉仔,teu11 ciim55 ciim55 e24,,
低著頭,1,頭沉沉仔,teu11 ciim55 ciim55 e31,,
低著頭,2,頭擂擂仔,teu11 lui11 lui11 e24,,
低著頭,3,頭擂擂仔,teu11 lui11 lui11 e31,,
低薪工作,0,乞食頭路,kiad2 siid5 teu11 lu55,,
低薪工作,1,乞食頭路,kied2 siid5 teu11 lu55,,
住院,0,入院,ngib5 ian55,,
住院,1,入院,ngib5 ien55,,
住院,2,落院,log5 ien55,,
住院,3,戴院,dai55 ian55,,
住院,4,戴院,dai55 ien55,,
何必,0,愛使,oi55 sii31,,
何時,0,哪下,nai55 ha55,,
何時,1,哪下仔,nai55 ha55 e31,,
何時,2,哪央時,nai55 iong24 sii11,,
何時,3,麼个時節,ma31  ge55 sii11 jied2,,
你推我擠,0,相尖泌背,xiong24 jiam24 bi55 boi55,,
你爭我奪,0,相爭泌背,xiong24 zang24 bi55 boi55,,
你爭我奪,1,相搶泌背,xiong24 qiong31 bi55 boi55,,
你的分,0,若額,ngia24 ngiag2,,
佣金,0,中人禮,zung24 ngin11 li24,,
佣金,1,佣金,iung55 gim24,,
佩帶,0,結,giad2,,
佩帶,1,結,gied2,,
併桌,0,鬥桌,deu55 zog2,,
使力,0,作力,zog2 lid5,,
使性子,0,起雷追,hi31 lui11 dui24,,
使性子,1,頓屈,dun55 kud5,,
使用鋤頭,0,使钁頭,sii31 giog2 teu11,,
使眼色,0,打眼拐,da31 ngian31 guai31,,
使眼色,1,打眼拐,da31 ngien31 guai31,,
使眼色,2,使眼拐,sii31 ngian31 guai31,,
使眼色,3,使眼拐,sii31 ngien31 guai31,,
來不及跑,0,走毋掣,zeu31 m11 cad2,,
來來去去,0,來來去去,loi11 loi11 hi55 hi55,,
來來往往,0,上上下下,song24 song24 ha24 ha24,,
來來往往,1,來來去去,loi11 loi11 hi55 hi55,,
來回奔波,0,䠙上䠙下,pong24 song24 pong24 ha24,,
來回穿梭,0,鑽上鑽下,zon55 song24 zon55 ha24,,
來回穿梭,1,鑽來鑽去,zon24 loi11 zon24 hi55,,
來回穿梭,2,鑽來鑽去,zon55 loi11 zon55 hi55,,
來往,0,上下,song24 ha24,,
來往,1,相行,xiong24 hang11,,
侍候,0,服侍,fug5 sii55,,
侍奉,0,服侍,fug5 sii55,,
供孩子讀書,0,繳細人仔讀書,gieu31 se55 ngin11 e31 tug5 su24,,
供小孩讀書,0,繳細人仔讀書,gieu31 se55 ngin11 e31 tug5 su24,,
依樣,0,照樣,zeu55 iong55,,
依賴,0,偎凴,va31  ben55,,
依靠,0,偎凴,va31  ben55,,
便祕,0,祕結,bi55 gied2,,
俗話,0,老古人言,lo31 gu31 ngin11 ngian11,,
俗話,1,老古人言,lo31 gu31 ngin11 ngien11,,
俗諺,0,老古人言,lo31 gu31 ngin11 ngian11,,
俗諺,1,老古人言,lo31 gu31 ngin11 ngien11,,
信任,0,信用,xin55 iung55,,
信賴,0,信用,xin55 iung55,,
修容,0,修面,xiu24 mien55,,
修改衣服,0,整衫褲,zang31 sam24 fu55,,
個把個,0,隻把仔,zag2 ba31 e11,,
個把個,1,隻把仔,zag2 ba31 e24,,
個把天,0,日把仔,ngid2 ba31 e11,,
個把天,1,日把仔,ngid2 ba31 e24,,
個把月,0,個過月,ge55 go55 ngiad5,,
個把月,1,個過月,ge55 go55 ngied5,,
個把月,2,個零月,ge55 lang11 ngiad5,,
個把月,3,個零月,ge55 lang11 ngied5,,
個把月,4,個零月,ge55 nang11 ngiad5,,
個把月,5,隻過月,zag2 go55 ngiad5,,
個把月,6,隻過月,zag2 go55 ngied5,,
個把鐘頭,0,點過鐘,diam31 go55 zung24,,
倒下,0,橫忒,vang55 ted2,,
倒下,1,橫核,vang55 hed2,,
倒下來,0,橫下來,vang55 ha24 loi11,,
倒反,0,倒貶,do55 bien31,,
倒店,0,倒店,do31 diam55,,
倒摔,0,倒頭椊,do55 teu11 zud5,,
倒摔,1,倒頭種,do55 teu11 zung55,,
倒栽蔥,0,打倒𢫦,da31 do55 mag5,,
倒栽蔥,1,倒頭椊,do55 teu11 zud5,,
倒栽蔥,2,倒頭種,do55 teu11 zung55,,
倒茶,0,渟茶,tin11 ca11,,
倒茶,1,斟茶,ziim24 ca11,,
倒貼本金,0,打出本,da31 cud2 bun31,,
借歸借,0,借還借,jia55 van11 jia55,,
值夜,0,掌夜,zong31 ia55,,
值班,0,值班,ciid5 ban24,,
假惺惺,0,枵鬼假細義,iau24 gui31 ga31 se55 ngi55,,
假惺惺,1,學老先生假細義,hog5 lo31 xin24 sang24 ga31 se55 ngi55,,
假裝客氣,0,枵鬼假細義,iau24 gui31 ga31 se55 ngi55,,
假裝客氣,1,假細義,ga31 se55 ngi55,,
假裝客氣,2,學老先生假細義,hog5 lo31 xin24 sang24 ga31 se55 ngi55,,
做好,0,做便,zo55 pien55,,
做好,1,裝便,zong24 pien55,,
做家庭代工,0,做件仔,zo55 kian55 e31,,
做家庭代工,1,做件仔,zo55 kien55 e31,,
做尾牙,0,做尾牙,zo55 mi24 nga11,,
做彌月,0,做滿月,zo55 man24 ngiad5,,
做彌月,1,做滿月,zo55 man24 ngied5,,
做泥水師傅,0,做泥水,zo55 nai11 sui31,,
做生意的料,0,生理腳,sen24 li24 giog2,,
做窩,0,做竇,zo55 deu55,,
做被胎,0,打被骨,da31 pi24 gud2,,
停下,0,恬忒,diam24 ted2,,
停下,1,恬核,diam24 hed2,,
停住,0,恬忒,diam24 ted2,,
停住,1,恬核,diam24 hed2,,
停息,0,恬忒,diam24 ted2,,
停息,1,恬核,diam24 hed2,,
停掉,0,恬忒,diam24 ted2,,
停掉,1,恬核,diam24 hed2,,
停止,0,恬忒,diam24 ted2,,
停止,1,恬核,diam24 hed2,,
健壯,0,砸磳,zab2 zen55,,
偵伺著,0,䀯等,pu55 den31,,
偶爾,0,一下半下,id2 ha55 ban55 ha55,,
偶爾,1,一半擺仔,id2 ban55 bai31 e31,,
偶爾,2,一兩擺仔,id2 liong31 bai31 e11,,
偶爾,3,成下仔,sang11 ha55 e24,,
偶爾,4,成下仔,sang11 ha55 e31,,
偶爾,5,成半擺仔,sang11 ban55 bai31 e11,,
偶爾,6,成半擺仔,sang11 ban55 bai31 e24,,
偶爾,7,成時,sang11 sii11,,
偶爾,8,成時仔,sang11 sii11 e31,,
偶爾,9,略下仔,liog5 ha55 e31,,
偶爾,10,略略仔,liog5 liog5 e24,,
偶爾,11,擺把仔,bai31 ba31 e11,,
偶爾,12,擺把仔,bai31 ba31 e24,,
偶爾幾次,0,成擺仔,sang11 bai31 e11,,
偶爾幾次,1,成擺仔,sang11 bai31 e24,,
偶而,0,一下半下,id2 ha55 ban55 ha55,,
